;G0;G3;HA4;Prozessgas;T24
6295;0,012402261;0,02437109725;0,088539;0,050412;0,103033
6296;0,01323492;0,02586774775;0,073831;0,050412;0,097444
6297;0,01516104725;0,025294024499999998;0,064911;0,050432;0,091109
6298;0,0171680665;0,02401564975;0,053071;0,050963;0,086451
6299;0,01909431825;0,024102935;0,048273;0,050963;0,081979
6300;0,02057317425;0,02377246175;0,043405;0,050963;0,080116
6301;0,020206545;0,02382852925;0,04061;0,046263;0,077694
6302;0,018448120999999998;0,02425265625;0,035207;0,046338;0,074899
6303;0,01661503775;0,02380367975;0,034252;0,046148;0,075272
6304;0,01541587425;0,023828592;0,033766;0,047495;0,077135
6305;0,018006957;0,0245582175;0,032734;0,055095;0,081234
6306;0,019951780500000002;0,0250383495;0,037463;0,05785;0,087383
6307;0,0209086435;0,0265226375;0,041732;0,059778;0,09409
6308;0,021946273250000002;0,027900784749999998;0,036408;0,060648;0,096512
6309;0,0206414145;0,02566202125;0,034798;0,062966;0,092413
